Index,Brand,Model,Motor,Year,Mileage,Gear,Fuel,Price
56,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2021,20097,Manuelle,Essence,20460
57,PEUGEOT,208 II,1.2 PURETECH 100 GT PACK,2022,11838,Manuelle,Essence,25500
58,PEUGEOT,2008 phase 2,1.2 PURETECH 130 CROSSWAY,2020,46928,Manuelle,Essence,20500
59,PEUGEOT,208 II,1.2 PURETECH 75 STYLE,2023,17694,Manuelle,Essence,17370
60,PEUGEOT,2008 phase 2,1.2 PURETECH 130 ALLURE,2020,59349,Manuelle,Essence,20210
61,PEUGEOT,208 II,1.2 PURETECH 130 GT PACK,2022,15387,Automatique,Essence,30140
62,PEUGEOT,308 (2E GENERATION),GT LINE 1.2 PURETECH 130CH MANUELLE,2021,96230,Manuelle,Essence,23940
63,PEUGEOT,3008 II,1.6 PURETECH 180 GT LINE,2020,64903,Automatique,Essence,32360
64,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE,2022,36315,Automatique,Essence,23520
65,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE,2023,16480,Automatique,Essence,32140
66,PEUGEOT,208 II,1.2 PURETECH 100 GT PACK,2022,25439,Manuelle,Essence,26100
67,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE PACK,2022,27047,Automatique,Essence,23960
68,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,46669,Manuelle,Essence,23540
69,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2021,16035,Automatique,Essence,32750
70,PEUGEOT,208 II,1.2 PURETECH 100 ACTIVE,2021,27163,Manuelle,Essence,19930
71,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE PACK,2022,64931,Manuelle,Essence,23570
72,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,46124,Manuelle,Essence,21380
73,PEUGEOT,308 II phase 2,1.2 PURETECH 110 ALLURE PACK,2022,48336,Manuelle,Essence,20650
74,PEUGEOT,208 II,1.2 PURETECH 100 ACTIVE,2022,47550,Manuelle,Essence,21630
75,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,26622,Manuelle,Essence,19660
76,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,25356,Manuelle,Essence,25200
77,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE BUSINESS,2021,15405,Manuelle,Essence,23760
78,PEUGEOT,3008 II,1.2 PURETECH 130 CROSSWAY,2021,43395,Automatique,Essence,29560
79,PEUGEOT,2008 II,1.2 PURETECH 100 ACTIVE BUSINESS,2023,32585,Manuelle,Essence,24400
80,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE,2021,29109,Automatique,Essence,29740
81,PEUGEOT,5008 II,1.6 PURETECH 180 CROSSWAY,2020,93226,Automatique,Essence,34780
82,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2021,83070,Manuelle,Essence,27480
83,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE BUSINESS,2021,12628,Manuelle,Essence,24610
84,PEUGEOT,208 (2E GENERATION),1.2 PURETECH 100 ALLURE PACK,2023,11055,Manuelle,Essence,22350
85,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE PACK,2023,22752,Manuelle,Essence,17700
86,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2021,16035,Automatique,Essence,32750
87,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE PACK,2022,27047,Automatique,Essence,23960
88,PEUGEOT,2008 II,1.2 PURETECH 100 ALLURE,2022,28846,Manuelle,Essence,27460
89,PEUGEOT,2008 II,1.2 PURETECH 130 GT LINE,2021,47300,Automatique,Essence,29130
90,PEUGEOT,208 phase 2,1.2 PURETECH 82 ACTIVE BUSINESS,2020,36293,Manuelle,Essence,14830
91,PEUGEOT,208 II,1.2 PURETECH 130 ALLURE PACK,2022,28386,Automatique,Essence,26100
92,PEUGEOT,308 II GTI phase 2,1.6 PURETECH 262 GTI BY PEUGEOT SPORT,2020,49651,Manuelle,Essence,35070
93,PEUGEOT,2008,1.2 PURETECH 82CH STYLE,2020,40716,Manuelle,Essence,16870
94,PEUGEOT,208 II,1.2 PURETECH 100 GT,2022,24860,Manuelle,Essence,24740
95,PEUGEOT,2008 II,1.2 PURETECH 100 ACTIVE PACK,2022,34125,Manuelle,Essence,21510
96,PEUGEOT,3008 II phase 2,1.2 PURETECH 130 ALLURE PACK,2022,39707,Manuelle,Essence,34780
97,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2021,83070,Manuelle,Essence,27480
98,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE,2022,46033,Automatique,Essence,27020
99,PEUGEOT,208 II,1.2 PURETECH 100 GT,2022,21756,Manuelle,Essence,26740
100,PEUGEOT,208 II,1.2 PURETECH 100 GT,2022,39114,Manuelle,Essence,26930
101,PEUGEOT,2008 II,1.2 PURETECH 100 STYLE,2022,25196,Manuelle,Essence,23580
102,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,37665,Manuelle,Essence,17470
103,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE,2022,39774,Manuelle,Essence,25830
104,PEUGEOT,308 III,1.2 PURETECH 130 ACTIVE PACK,2021,30195,Manuelle,Essence,23120
105,PEUGEOT,3008 II phase 2,1.2 PURETECH 130 ALLURE PACK,2022,15080,Automatique,Essence,40190
106,PEUGEOT,308 II SW phase 2,1.2 PURETECH 110 STYLE,2021,24219,Manuelle,Essence,22800
107,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE PACK,2022,46137,Manuelle,Essence,27140
108,PEUGEOT,208 (2E GENERATION),1.2 PURETECH 100 ALLURE PACK EAT8,2022,45782,Automatique,Essence,23130
109,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE PACK,2022,24138,Manuelle,Essence,21830
110,PEUGEOT,308 II phase 2,1.2 PURETECH 130 GT LINE,2021,64097,Manuelle,Essence,22260
111,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2021,25236,Manuelle,Essence,22370
112,PEUGEOT,308 II phase 2,1.2 PURETECH 130 GT LINE,2020,42634,Manuelle,Essence,23790
113,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE PACK,2022,39802,Manuelle,Essence,25280
114,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,26622,Manuelle,Essence,19660
115,PEUGEOT,208 II,1.2 PURETECH 130 ALLURE PACK,2022,15884,Automatique,Essence,26610
116,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2021,20097,Manuelle,Essence,20460
117,PEUGEOT,2008 II,1.2 PURETECH 130 GT,2023,13201,Manuelle,Essence,28870
118,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE,2022,36315,Automatique,Essence,23520
119,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,47431,Manuelle,Essence,20680
120,PEUGEOT,208 phase 2,1.2 PURETECH 110 GT LINE,2020,52699,Automatique,Essence,20150
121,PEUGEOT,308 (2E GENERATION),ACTIVE 1.2 PURETECH 110CH MANUELLE,2021,48489,Manuelle,Essence,19210
122,PEUGEOT,308 II phase 2,1.2 PURETECH 130 GT LINE,2020,73067,Manuelle,Essence,21090
123,PEUGEOT,208 II,1.2 PURETECH 100 STYLE,2022,18261,Automatique,Essence,25600
124,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE BUSINESS,2021,63088,Automatique,Essence,21540
125,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2020,47091,Automatique,Essence,24380
126,PEUGEOT,208 phase 2,1.2 PURETECH 82 SIGNATURE,2020,18012,Manuelle,Essence,16030
127,PEUGEOT,208 II,1.2 PURETECH 100 STYLE,2023,23503,Manuelle,Essence,22970
128,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE PACK,2023,24693,Manuelle,Essence,22920
129,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,30653,Manuelle,Essence,18350
130,PEUGEOT,3008 II phase 2,1.2 PURETECH 130 GT,2022,53304,Manuelle,Essence,32920
131,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE,2021,32153,Manuelle,Essence,17520
132,PEUGEOT,RIFTER,1.2 PURETECH 110 ALLURE,2020,24752,Manuelle,Essence,27730
133,PEUGEOT,2008 II,1.2 PURETECH 130 GT,2023,14696,Automatique,Essence,32650
134,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE PACK,2022,24874,Automatique,Essence,31550
135,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,46669,Manuelle,Essence,23540
136,PEUGEOT,2008 II,1.2 PURETECH 130 STYLE,2023,12163,Manuelle,Essence,29170
137,PEUGEOT,2008 phase 2,1.2 PURETECH 130 GT LINE,2020,61424,Automatique,Essence,22680
138,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2020,19919,Manuelle,Essence,30230
139,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE PACK,2022,64931,Manuelle,Essence,23570
140,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,35547,Manuelle,Essence,23240
141,PEUGEOT,RIFTER,1.2 PURETECH 110 GT LINE,2020,50903,Manuelle,Essence,27280
142,PEUGEOT,208 phase 2,1.2 PURETECH 82 SIGNATURE,2020,20998,Manuelle,Essence,15310
143,PEUGEOT,208 II,1.2 PURETECH 100 STYLE,2023,23088,Manuelle,Essence,24360
144,PEUGEOT,5008 II phase 2,1.2 PURETECH 130 GT PACK,2022,29450,Automatique,Essence,49180
145,PEUGEOT,2008 II,1.2 PURETECH 100 ACTIVE BUSINESS,2023,32585,Manuelle,Essence,24400
146,PEUGEOT,308 (2E GENERATION),ACTIVE 1.2 PURETECH 110CH MANUELLE,2021,13289,Manuelle,Essence,21240
147,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2020,62069,Manuelle,Essence,22980
148,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2020,35355,Automatique,Essence,22530
149,PEUGEOT,3008 II phase 2,1.2 PURETECH 130 GT PACK,2022,46797,Automatique,Essence,36020
150,PEUGEOT,208 II,1.2 PURETECH 100 GT LINE,2021,27445,Manuelle,Essence,24260
151,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2021,38164,Manuelle,Essence,21920
152,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE BUSINESS,2021,31265,Manuelle,Essence,22300
153,PEUGEOT,208 phase 2,1.2 PURETECH 82 ALLURE,2020,101282,Manuelle,Essence,14980
154,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2021,16035,Automatique,Essence,32750
155,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE BUSINESS,2021,27549,Automatique,Essence,20860
156,PEUGEOT,2008 II,1.2 PURETECH 130 GT LINE,2021,51396,Automatique,Essence,27880
157,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE PACK,2023,16723,Manuelle,Essence,19050
158,PEUGEOT,2008 phase 2,1.2 PURETECH 130 GT LINE,2020,34884,Manuelle,Essence,20310
159,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,21385,Manuelle,Essence,16480
160,PEUGEOT,5008 II,1.2 PURETECH 130 GT LINE,2021,30624,Automatique,Essence,36640
161,PEUGEOT,3008 II,1.6 PURETECH 180 GT LINE,2020,45553,Automatique,Essence,34180
162,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,21970,Manuelle,Essence,19230
163,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE PACK,2023,22752,Manuelle,Essence,17700
164,PEUGEOT,208 phase 2,1.2 PURETECH 68 LIKE,2020,31101,Manuelle,Essence,12750
165,PEUGEOT,308 III,1.2 PURETECH 130 ALLURE PACK,2023,13702,Manuelle,Essence,32380
166,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2023,16662,Automatique,Essence,24280
167,PEUGEOT,308 II phase 2,1.2 PURETECH 110 ALLURE PACK,2022,48336,Manuelle,Essence,20650
168,PEUGEOT,208 phase 2,1.2 PURETECH 82 SIGNATURE,2020,73780,Manuelle,Essence,18090
169,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE PACK,2022,21861,Manuelle,Essence,20310
170,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,16770,Manuelle,Essence,18350
