Index,Brand,Model,Motor,Year,Mileage,Gear,Fuel,Price
31,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,58672,Manuelle,Essence,21640
32,PEUGEOT,2008 II,1.2 PURETECH 130 ACTIVE BUSINESS,2021,29789,Automatique,Essence,28780
33,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,24560,Manuelle,Essence,20210
34,PEUGEOT,2008 II,1.2 PURETECH 100 ACTIVE PACK,2022,25448,Manuelle,Essence,28060
35,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE,2022,39774,Manuelle,Essence,25830
36,PEUGEOT,2008 II,1.2 PURETECH 130 ACTIVE,2020,71106,Manuelle,Essence,23780
37,PEUGEOT,3008 II phase 2,1.2 PURETECH 130 ALLURE,2023,11045,Manuelle,Essence,33030
38,PEUGEOT,308 II phase 2,1.2 PURETECH 130 TECH EDITION,2021,43732,Manuelle,Essence,22740
39,PEUGEOT,208 II,1.2 PURETECH 100 ACTIVE,2022,47550,Manuelle,Essence,21630
40,PEUGEOT,308 II phase 2,1.2 PURETECH 130 STYLE,2020,70606,Automatique,Essence,18880
41,PEUGEOT,2008 phase 2,1.2 PURETECH 130 ALLURE,2020,32152,Automatique,Essence,23310
42,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,42627,Manuelle,Essence,18630
43,PEUGEOT,2008 phase 2,1.2 PURETECH 82 STYLE,2020,35925,Manuelle,Essence,15430
44,PEUGEOT,2008 phase 2,1.2 PURETECH 130 CROSSWAY,2020,46928,Manuelle,Essence,20500
45,PEUGEOT,2008 (2E GENERATION),ACTIVE 1.2 PURETECH S&S 130CH MANUELLE,2021,28556,Manuelle,Essence,25260
46,PEUGEOT,208 phase 2,1.2 PURETECH 68 LIKE,2020,33317,Manuelle,Essence,12840
47,PEUGEOT,308 (3E GENERATION) SW,SW 1.2 PURETECH 130 GT EAT8,2023,20751,Automatique,Essence,34950
48,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2021,44544,Automatique,Essence,21710
49,PEUGEOT,308 II phase 2,1.2 PURETECH 130 GT LINE,2021,24527,Manuelle,Essence,26210
50,PEUGEOT,308 III,1.2 PURETECH 130 GT PACK,2023,22523,Automatique,Essence,33560
51,PEUGEOT,3008 (2E GENERATION),ALLURE 1.2 PURETECH S&S 130CH MANUELLE,2020,29489,Manuelle,Essence,27520
52,PEUGEOT,208 phase 2,1.2 PURETECH 110 GT LINE,2020,52699,Automatique,Essence,20150
53,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE PACK,2022,23439,Manuelle,Essence,20690
54,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,16407,Manuelle,Essence,17960
55,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE BUSINESS,2020,35216,Manuelle,Essence,29730
56,PEUGEOT,2008 phase 2,1.2 PURETECH 130 GT LINE,2020,77172,Manuelle,Essence,19470
57,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,17287,Manuelle,Essence,17750
58,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE PACK,2022,55651,Automatique,Essence,25840
59,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE PACK,2022,33447,Manuelle,Essence,25620
60,PEUGEOT,108,ACTIVE 1.0 VTI START/STOP 72CH MANUELLE,2022,13096,Manuelle,Essence,15580
61,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE,2022,36556,Automatique,Essence,27240
62,PEUGEOT,5008 II,1.6 PURETECH 180 GT LINE,2020,43757,Automatique,Essence,36160
63,PEUGEOT,308 (2E GENERATION),GT LINE 1.2 PURETECH 130CH MANUELLE,2021,96230,Manuelle,Essence,23940
64,PEUGEOT,2008 II,1.2 PURETECH 100 ALLURE,2023,17066,Manuelle,Essence,27040
65,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,23770,Manuelle,Essence,19080
66,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,50056,Manuelle,Essence,16000
67,PEUGEOT,5008 II,1.6 PURETECH 180 GT LINE,2020,69417,Automatique,Essence,39080
68,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE,2023,12351,Automatique,Essence,34750
69,PEUGEOT,2008 phase 2,1.2 PURETECH 130 GT LINE,2020,61424,Automatique,Essence,22680
70,PEUGEOT,208 II,1.2 PURETECH 100 GT,2023,14458,Manuelle,Essence,25830
71,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,16311,Manuelle,Essence,16780
72,PEUGEOT,308 II phase 2,1.2 PURETECH 130 ALLURE,2022,40262,Automatique,Essence,25640
73,PEUGEOT,2008 II,1.2 PURETECH 130 GT LINE,2021,32551,Automatique,Essence,37180
74,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE,2022,41630,Automatique,Essence,29780
75,PEUGEOT,3008 II,1.2 PURETECH 130 ALLURE,2021,16035,Automatique,Essence,32750
76,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE BUSINESS,2021,70959,Manuelle,Essence,19600
77,PEUGEOT,208 II,1.2 PURETECH 100 GT LINE,2020,38541,Automatique,Essence,25940
78,PEUGEOT,2008 II,1.2 PURETECH 130 ALLURE PACK,2022,13593,Automatique,Essence,33440
79,PEUGEOT,308 (3E GENERATION),BVM ACTIVE PACK 130CHSUREQUIPEE,2022,43446,Manuelle,Essence,26370
80,PEUGEOT,208 II,1.2 PURETECH 75 ACTIVE BUSINESS,2021,30419,Manuelle,Essence,20380
81,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE,2022,25356,Manuelle,Essence,25200
82,PEUGEOT,208 II,1.2 PURETECH 100 ACTIVE,2021,23574,Manuelle,Essence,19240
83,PEUGEOT,2008 phase 2,1.2 PURETECH 130 ALLURE,2020,59349,Manuelle,Essence,20210
84,PEUGEOT,3008 II,1.2 PURETECH 130 CROSSWAY,2021,43395,Automatique,Essence,29560
85,PEUGEOT,208 II,1.2 PURETECH 100 ALLURE PACK,2022,18077,Manuelle,Essence,22020
